WT dice,WT jaccard,TC dice,TC jaccard,ET dice,ET jaccard
0.9101052553278908,0.8350395850395963,0.8780228541058553,0.7825675035528529,0.9118781725889341,0.8380294831125512
0.8699778195805514,0.7698767640628164,0.47289912863698125,0.30967117988407933,0.29317269076355423,0.17176470588284012
0.9652796525617758,0.9328894081880375,0.614321683352332,0.44333643384024224,0.9208119696561122,0.853245165592362
0.7468342268596011,0.5959580471050111,0.49001592551770184,0.3245172805452986,0.5394375857340535,0.36933552477122106
0.924541257251103,0.8596715248117672,0.9346102824602949,0.8772473275024321,0.8522584923734678,0.742552645095029
0.9332506774495071,0.8748547177121132,0.8634253082137126,0.7596731780616154,0.8198771825565555,0.6947388614455089
0.9461279673801276,0.897763616544687,0.8851346624694298,0.7939386333689029,0.8493875902912199,0.7382047882710958
0.9038606600611455,0.8245855495995217,0.8335546558704777,0.7146109846171093,0.8598276449681581,0.7541207618071779
0.9155951658297142,0.8443296608228837,0.7282891566265542,0.5726845535849953,0.5459688826026204,0.37548638132302115
0.960791449666399,0.9245415170592693,0.32202071478283595,0.1919098272665302,0.8061353573688067,0.6752317880794989
0.8312849118908762,0.7112810644344624,0.5065678838125537,0.339197127423348,0.8310492756646933,0.7109361056576899
0.8531727836367098,0.7439418697632464,0.7624839948786811,0.616140713916391,0.8193519751446959,0.6939849624062451
0.8898885248302292,0.8016208684755114,0.6747035573122777,0.5090963316433228,0.7406421560473022,0.5881109643329293
6.097337902271868e-15,6.097337902271832e-15,1.3392617988964483e-14,1.3392617988964304e-14,2.3646811227505972e-14,2.3646811227505414e-14
0.9386175837086391,0.8843349666450213,0.9242864539854069,0.8592310261498289,0.843053698752242,0.7286887021834968
0.9413871811532671,0.8892648609515424,0.6843695993560737,0.5201837833947202,0.7552153975328102,0.606703678721548
0.9027651945334196,0.8227639061718652,0.7593512272140233,0.6120597899023645,0.8000376488305566,0.6667189583496875
0.9020240236515165,0.8215334789485591,0.27343238822247135,0.1583676111826122,0.1719636776393303,0.09407016454545356
0.9315693124181291,0.8719043015569871,0.8793400417006768,0.78466267594241,0.8864202490960426,0.7960096691561209
0.8598367127522006,0.754134712430292,0.7247727622862522,0.5683479311386352,0.778350023843602,0.6371301428683053
0.8843391696200531,0.7926595122272799,0.05582674044679955,0.028714899853953316,0.33286908078064065,0.19966583124544723
0.863539829152614,0.7598505000916339,0.4681351478483804,0.3055982041698065,2.6737967914438505e-12,2.6737967914367015e-12
0.9483006378703907,0.9016841428430123,1.4176353841791892e-13,1.4176353841789883e-13,2.512562814070352e-12,2.512562814064039e-12
0.9484110236079087,0.9018837634280059,0.9351826539861732,0.8782564047130074,0.9366625269625629,0.8808704204573432
0.9593975839805149,0.9219636329986589,0.8523042498735766,0.7426221189541505,0.8344113842173598,0.7158712541620543
0.895336856449646,0.8105066795041579,0.2595419847329384,0.14912280701765526,0.7796610169502824,0.6388888888895576
0.9206105409874175,0.8528993249846825,0.8117329641414035,0.6831233549745592,0.3318757192177215,0.19895143487880823
0.9297613869698522,0.8687421437145003,0.9327935222672161,0.8740515933232192,0.819976771196303,0.6948818897637897
0.746698584471734,0.5957853196527293,0.6835971642226377,0.5192917742530786,0.6441911997468345,0.4751342516928
0.9002588424691085,0.8186097576727412,0.9325495201394234,0.8736232150658801,0.8709068010075666,0.7713329615170146
0.9218354243977264,0.8550043706293737,0.8707770978288414,0.7711295052151081,0.770988604866061,0.6273242118979789
0.8925568358766978,0.8059617547806608,0.9041867094245858,0.825128438577107,0.678101071975559,0.5129749768304437
0.6718458871372872,0.5058493443122963,0.2063424041140133,0.11504001911362766,0.1719611539966917,0.09406865416053965
0.8825168905244238,0.7897362233408407,0.6962923368482494,0.5340862499534129,1.7717930545712263e-13,1.771793054570912e-13
0.9198057883459968,0.8515189013442053,0.891325172964364,0.8039554531490091,0.7936918519755101,0.6579511655253747
0.9259942990267471,0.8621875081180792,0.8826889127349856,0.7900117727244693,0.8605084231952276,0.7551687442991977
0.9035164420070441,0.8240127591706561,0.6166722019262925,0.4457889176990478,2.136752136752137e-12,2.136752136747571e-12
0.9285093560545731,0.8665585288133003,0.8536572052402019,0.744678824817878,0.968553872441133,0.9390251672507207
0.8799447501302109,0.7856262003436817,0.786974765764241,0.6487703170165546,0.6546062502679727,0.4865536579148938
0.8935486452709211,0.8075805966993489,0.7804251784163804,0.6399157842591096,0.7816718116337389,0.6415937996820706
0.8948487931194163,0.8097071129707193,0.08064516129042731,0.04201680672279362,1.4124293785310736e-12,1.4124293785290786e-12
0.46211871334128296,0.30049049777132547,0.008809050868036964,0.004424011103486778,4.048582995951417e-12,4.048582995935026e-12
0.810347837587626,0.6811636738795976,0.531020823296451,0.3614896873406194,0.8173792282512647,0.6911592014763142
0.9444632368769058,0.8947705753823749,0.9110143383773615,0.8365714724102911,0.9299252258801667,0.8690282664078643
0.9224735953016245,0.8561030071089917,0.7825276886450747,0.6427478320013643,0.7156214958900649,0.5571733671967508
0.5918745352531738,0.4203279821799021,0.08152173913051027,0.04249291784710084,5.491488193300385e-13,5.491488193297369e-13
0.7261494035776985,0.5700428336079106,0.4602531680270919,0.29891483357518,0.6124401913875717,0.4413793103448372
0.8161298096233432,0.6893744062966903,0.8491989937774395,0.7379199263691353,0.5891815805350895,0.4176168757128228
0.9386871140507536,0.8844584160600056,0.8230279140120181,0.699275644520606,0.7340212368632826,0.5798053318403122
0.9095667423010314,0.8341333464281788,0.8609096496619852,0.7557869745858871,0.8374583876104116,0.7203685258964375
0.7642541754655524,0.6184558023924263,0.2364611260054513,0.13408330799643922,0.6108374384239738,0.4397163120570025
0.7667181120206351,0.6216892662526959,0.9399612432880119,0.8867234686810461,0.9142754259221862,0.8420878073048413
0.8557047194489455,0.7478006192919532,0.7148762167207654,0.5562703188766841,0.8492192055984255,0.7379504504504653
