train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard
1.3567418458343912,1.2378682010578659,0.53600365,0.70082605,0.415959,0.57227355
1.1640657598981385,1.0921591317878578,0.70000863,0.7384032,0.5748043,0.61638457
1.0435624609881935,0.9906086134460738,0.72210056,0.70141506,0.5991949,0.57260245
0.9518098110481813,0.8994517854924472,0.73005366,0.76108855,0.60700345,0.6366424
0.8594833750688531,0.7925234144588686,0.7592675,0.79023284,0.6370064,0.67453444
0.7393362982191514,0.6564961058913537,0.78308,0.84175277,0.66724294,0.73928183
0.6017170674220691,0.5063583013021721,0.79762137,0.82844234,0.6851803,0.7241009
0.4612476777554465,0.3896825572229781,0.83024764,0.84931993,0.72655684,0.7497263
0.36253257282786494,0.33964186513198996,0.84593475,0.83277965,0.74623257,0.72348624
0.3051048935649513,0.2789218481981529,0.84765476,0.83915156,0.7488483,0.73706275
0.25924843490237065,0.2341999387684858,0.8573229,0.86512107,0.7611432,0.7705352
0.23095164688821074,0.22165360639117798,0.8627882,0.8584611,0.7690089,0.7609317
0.21784012999824698,0.23032666419474584,0.85861146,0.8370618,0.76365745,0.7320072
0.2015870191695119,0.19527442654911079,0.86405313,0.8587388,0.76960945,0.76234335
0.1845294620289322,0.2025868610109923,0.87101126,0.8481779,0.7797189,0.7447327
0.17760717161991296,0.1822814315838634,0.870824,0.860929,0.7795617,0.7650272
0.17025938055021228,0.16943873001157111,0.87209177,0.86887103,0.781854,0.7773272
0.1636009403989569,0.1696724644949976,0.8758239,0.8636152,0.78622913,0.77179384
0.15637388168179037,0.1664492294614045,0.87865907,0.86333805,0.7914222,0.77150774
0.1581663393022443,0.16686944537005335,0.87366235,0.8616179,0.7838977,0.76938945
0.14429107197903862,0.1623939834535122,0.88521606,0.8640744,0.7994821,0.7725764
0.14007174759083374,0.16150185648562773,0.88753444,0.86775833,0.8032128,0.7770024
0.1360298968398299,0.16037153368288615,0.8899376,0.86274695,0.80674326,0.7713388
0.136502986525968,0.15413324120190908,0.887912,0.8695424,0.80380416,0.77756023
0.1413918772549457,0.15680551346180574,0.8819225,0.8648478,0.796069,0.7744492
0.12829291085383285,0.14765481243156037,0.89314145,0.8727434,0.8113732,0.78458554
0.12130817659057591,0.14315896305554318,0.8992308,0.8768256,0.82080495,0.7890584
0.11825992487116005,0.1520867039853672,0.9010845,0.8673596,0.82354426,0.77518487
0.1176514382626394,0.14418424694043286,0.9007977,0.8747221,0.8231717,0.78695804
0.11784270330696958,0.1396819291952646,0.8999662,0.87837034,0.8218972,0.79293376
0.11987435592501336,0.1551346835100426,0.8976108,0.8641263,0.818075,0.7712028
0.11442765577947686,0.1451229860760131,0.9022593,0.8727018,0.8251844,0.7832528
0.1126464426574145,0.1373724159345312,0.9035125,0.8793055,0.8273021,0.7930069
0.11422833679916741,0.1424364265546484,0.90153646,0.874676,0.8244666,0.78607696
0.1180275824388397,0.14003401762753162,0.89731294,0.87573284,0.81852263,0.79000187
0.10924601393394144,0.1372761977309326,0.9052574,0.8783747,0.8298564,0.79191506
0.10944483838550491,0.14017819303948925,0.9047913,0.8757473,0.82953537,0.78745294
0.10486509962566905,0.1409203108610972,0.90870976,0.8741307,0.8352727,0.78542745
0.10184383011306193,0.1382888007979348,0.9112122,0.87641,0.8395206,0.790001
0.09687899666424034,0.13610850569774519,0.91577256,0.8782529,0.84679,0.79237473
0.09550532005982254,0.1352371635302058,0.9169693,0.87897736,0.8487298,0.7936142
0.09507725826914319,0.13462113082971214,0.9173389,0.87957126,0.84932005,0.79470694
0.09443473473134603,0.136197742637036,0.9179049,0.878067,0.8502797,0.79257333
0.09406413473613816,0.1353670377635731,0.91825765,0.8787497,0.8508036,0.7936392
0.09388638865698426,0.13588686111681866,0.9184148,0.8782605,0.85107964,0.792929
0.09295481068043202,0.13503656817494697,0.91922617,0.879065,0.85241675,0.79418486
0.0928521603345871,0.13532699574277085,0.9193321,0.8787627,0.8525819,0.793775
0.09279029399949788,0.13533792968066233,0.91940564,0.8787532,0.8527031,0.7937958
0.09268552777375105,0.1353844442879254,0.919514,0.8787059,0.8528744,0.79372835
0.09268326336383366,0.13540353928253335,0.91951823,0.8786899,0.8528814,0.79370755
