WT dice,WT jaccard,TC dice,TC jaccard,ET dice,ET jaccard
0.9659994942123912,0.9342350306459222,0.9450497880890025,0.8958240658363019,0.9422481326289106,0.8908026179814019
0.9444680103259019,0.8947791441332841,0.8258988358916504,0.7034307273844124,0.8744098816530105,0.7768457339845001
0.872797045833039,0.774303369776079,0.94326969137072,0.892630488278725,0.9191307187171571,0.8503625134264332
0.9026948095048674,0.8226469876603023,0.8785276073623722,0.7833698030636154,0.8733333333338095,0.7751479289942729
0.7983624817370567,0.6643954350652559,0.5161762553068365,0.34786898184701104,0.6262214983717427,0.4558387670424091
0.3180701725848854,0.18911025145069268,0.0011350737798902762,0.0005678591710201998,7.142857142857143e-11,7.142857142346939e-11
0.9160694749244268,0.8451367073185317,0.9451393059508709,0.8959849497499902,0.8701414353064693,0.770133061338042
0.859190860783765,0.7531416353957642,0.9138707725409131,0.8414015104618248,0.768689366558969,0.6242854935888112
0.8949965435865891,0.8099490896539904,0.4745969898388724,0.31112891916264535,1.4124293785310736e-12,1.4124293785290786e-12
0.938116823271151,0.8834463562753042,0.8319157456351153,0.7122052561931359,0.4697573342993481,0.3069822485208741
0.9730199648637776,0.947457527482218,0.8731374399262876,0.7748393378773213,0.9258769822201165,0.861984118107602
0.9080117478873915,0.8315215352644189,0.6081264304231395,0.4369121188270085,0.21119456366246422,0.11806458062590042
0.8233442566402422,0.6997324929458867,0.8893006993007343,0.8006673802178556,0.7538198103267255,0.6049043441497088
0.8658145246589519,0.7633800145417835,0.2111815049462043,0.1180564185411808,0.8646998982716175,0.7616487455201404
0.9265296838274396,0.8631162593586683,0.9272734947133044,0.8644081134785288,0.860715492685777,0.7554877531994341
0.9103299051449782,0.8354179025772863,0.896555374827966,0.8125059965634257,0.00030478512663822006,0.00015241579042826514
0.8901243122070552,0.8020036135552404,0.9097044505978075,0.8343650041464306,0.8372508362216554,0.7200614391336114
0.9697540554683469,0.941284030881756,0.9308417351337895,0.8706304442684701,0.8524771936898469,0.7428847505270612
0.8391442155309103,0.7228668941979555,0.5519672776437337,0.381184257180017,0.5671711533968744,0.39584012755011794
0.8295386997332144,0.7087280028345411,0.8648443432046318,0.7618729096991559,0.845618915160408,0.7325301204821425
0.9551579733985558,0.9141649637748476,0.9180892717306381,0.8485813549507872,0.869187309865307,0.7686395080707276
0.9278018352407529,0.8653268264538324,0.8825786646201501,0.7898351648351809,0.8552658041161763,0.747130475521229
0.7953207066688684,0.6601928920597622,0.8556343339871776,0.7476931189033094,0.6495495495497747,0.4809873248834286
0.7491986784358252,0.5989749655036499,0.9585397515034396,0.9203805453805467,0.9313988690238305,0.8716057301689144
0.9053248557775304,0.8270260456316159,0.6657674051639709,0.49898901266595774,0.858493677844982,0.7520708919283428
0.9580166319785132,0.9194164334864411,0.887326706774817,0.7974728181016869,0.8991188480550613,0.8167265344369969
0.9012216404886702,0.8202033036848839,0.8305332359387022,0.7101811367895368,0.648091739831661,0.4793903247184255
0.9338835438420615,0.875967666053636,0.9322209039764437,0.8730465949820834,0.8689946365400263,0.7683382100696313
0.9277259543780277,0.8651948241830641,0.945187828327981,0.8960721668859433,0.934109332779152,0.8763650546022083
0.9044861051038096,0.8256272324044897,0.7888321936910002,0.6512988452813484,0.8652004552225779,0.7624258039266884
0.963253903672053,0.929112641063991,0.9256423470514982,0.8615774686493619,0.9022498434263622,0.8219081892390221
0.9638448392732736,0.9302128443748279,0.8772459901642666,0.7813340967649648,0.8585349381316721,0.7521342236497442
0.9725861908744594,0.9466353111432712,0.9616139861912016,0.9260660037821067,0.9730241362991346,0.947465437788022
0.9091680713457483,0.8334630179622362,0.028865077629589134,0.014643887286467603,1.923076923076923e-12,1.923076923073225e-12
0.9664975129798608,0.935167089695663,0.3039307645168274,0.1791971448796723,0.8701199771472576,0.7700994437889963
0.9672222152917285,0.9365250004529618,0.8911838022078712,0.8037254542117842,0.8419041233657476,0.7269727320094984
0.9407651151691793,0.8881553361220996,0.9575447473037586,0.9185475777757519,0.8750564212789037,0.7778669418013765
0.8199195518594428,0.694799708910844,0.37619508003011426,0.23167504630858113,0.8526639738412195,0.7431684828164723
0.9563767377161118,0.916400364268566,0.9254392229681616,0.8612255749036326,0.9327083900579758,0.8739021101352136
0.9261817314571953,0.8625125485283809,0.8850616033204026,0.7938210810177164,0.8004171253114536,0.667246208828391
0.9328243918518815,0.8741058029527299,0.5593521585949448,0.38826432284062673,0.5064846416385665,0.3391224862891503
0.9499196551048442,0.9046161655370107,0.9444110510029275,0.8946769023114582,0.8913983661701255,0.8040745557000487
0.9038532211601195,0.824573167214629,0.9348449341842902,0.8776608816748794,0.8991719914540953,0.8168142384402144
0.8514211411737987,0.7412822677616632,0.9271668680655095,0.8642228138439577,0.8562035304233979,0.7485628371805298
0.9109607326500585,0.8364810709413387,0.8036541108747653,0.6717573221757493,0.8778655740903815,0.7823176562636024
0.7599599670946178,0.6128511555502354,0.6215330094863912,0.45088711863517994,0.37540765792971675,0.23107806691451246
0.8945792117603661,0.8092657757820468,0.8161393323657765,0.6893879952922867,0.7151149709760608,0.5565595012958215
0.8768934946915546,0.7807750115833618,0.4509482976245816,0.2911124896174019,9.328358208955224e-13,9.328358208946522e-13
0.9388275166777537,0.884707746792048,0.5847491674627567,0.41317705244830977,0.8154525111884945,0.6884084588340406
0.7987789754841267,0.6649725231091823,0.7390971690897092,0.5861650485438149,0.6896551724140142,0.526315789473844
0.932764476168637,0.8740005887547844,0.9572292419770394,0.9179670935459265,0.9404892011449519,0.8876636294422504
0.6990969997087338,0.537393640841934,0.4379084967320988,0.2803347280335397,8e-12,7.999999999936e-12
0.8433857488453995,0.7291849879970559,0.6678305993040774,0.5013105682769758,2.0408163265306123e-11,2.040816326488963e-11
